Exited,PointEarned,Attrition_Status
0,544,Retained
0,530,Retained
1,930,Attrited
0,530,Retained
0,419,Retained
0,937,Retained
1,815,Attrited
1,281,Attrited
0,444,Retained
0,594,Retained
0,751,Retained
1,327,Attrited
0,316,Retained
1,766,Attrited
0,812,Retained
0,786,Retained
0,868,Retained
1,692,Attrited
0,932,Retained
0,895,Retained
0,335,Retained
1,642,Attrited
0,923,Retained
0,248,Retained
0,635,Retained
0,520,Retained
0,289,Retained
0,354,Retained
0,508,Retained
0,607,Retained
0,599,Retained
0,276,Retained
0,709,Retained
0,506,Retained
0,454,Retained
0,532,Retained
0,561,Retained
0,320,Retained
0,877,Retained
0,453,Retained
0,621,Retained
0,534,Retained
1,264,Attrited
0,943,Retained
0,856,Retained
1,675,Attrited
0,777,Retained
1,579,Attrited
0,513,Retained
0,412,Retained
1,346,Attrited
0,380,Retained
0,871,Retained
0,301,Retained
1,593,Attrited
0,879,Retained
0,236,Retained
0,715,Retained
0,627,Retained
1,894,Attrited
0,416,Retained
1,981,Attrited
0,585,Retained
0,757,Retained
0,632,Retained
1,900,Attrited
0,260,Retained
0,639,Retained
1,539,Attrited
0,611,Retained
0,534,Retained
0,463,Retained
0,934,Retained
0,789,Retained
0,441,Retained
0,701,Retained
0,995,Retained
0,615,Retained
0,690,Retained
0,442,Retained
1,506,Attrited
1,671,Attrited
1,927,Attrited
0,623,Retained
0,713,Retained
1,441,Attrited
0,567,Retained
1,681,Attrited
0,599,Retained
1,345,Attrited
0,595,Retained
0,817,Retained
0,717,Retained
0,822,Retained
0,916,Retained
0,529,Retained
0,752,Retained
0,668,Retained
0,770,Retained
0,464,Retained
0,534,Retained
1,674,Attrited
1,403,Attrited
1,929,Attrited
0,715,Retained
0,620,Retained
0,814,Retained
0,536,Retained
0,676,Retained
0,763,Retained
0,554,Retained
0,631,Retained
0,394,Retained
0,873,Retained
0,431,Retained
0,652,Retained
0,853,Retained
0,987,Retained
1,646,Attrited
1,887,Attrited
0,485,Retained
0,427,Retained
0,358,Retained
0,287,Retained
0,805,Retained
0,898,Retained
0,677,Retained
0,441,Retained
0,446,Retained
0,236,Retained
0,725,Retained
0,629,Retained
0,712,Retained
0,979,Retained
0,471,Retained
0,382,Retained
0,995,Retained
0,707,Retained
1,263,Attrited
0,498,Retained
0,305,Retained
1,811,Attrited
0,781,Retained
0,679,Retained
0,447,Retained
0,620,Retained
0,651,Retained
0,495,Retained
0,681,Retained
0,693,Retained
0,984,Retained
0,552,Retained
0,754,Retained
0,333,Retained
1,619,Attrited
0,564,Retained
0,476,Retained
0,887,Retained
0,769,Retained
0,968,Retained
0,601,Retained
0,494,Retained
1,479,Attrited
0,296,Retained
0,241,Retained
0,350,Retained
0,693,Retained
0,736,Retained
0,489,Retained
0,235,Retained
0,530,Retained
1,368,Attrited
0,464,Retained
0,712,Retained
1,736,Attrited
0,583,Retained
0,419,Retained
0,753,Retained
0,827,Retained
0,663,Retained
0,265,Retained
1,586,Attrited
1,647,Attrited
0,467,Retained
0,532,Retained
0,511,Retained
0,970,Retained
0,631,Retained
1,988,Attrited
1,575,Attrited
0,684,Retained
0,541,Retained
0,737,Retained
1,661,Attrited
0,603,Retained
0,907,Retained
0,617,Retained
0,539,Retained
1,958,Attrited
0,629,Retained
0,535,Retained
0,851,Retained
0,783,Retained
0,932,Retained
0,803,Retained
0,468,Retained
0,261,Retained
1,989,Attrited
1,246,Attrited
0,985,Retained
0,383,Retained
0,698,Retained
1,591,Attrited
0,311,Retained
0,335,Retained
1,411,Attrited
0,273,Retained
0,772,Retained
0,955,Retained
1,985,Attrited
0,949,Retained
1,706,Attrited
0,404,Retained
0,344,Retained
1,954,Attrited
0,801,Retained
0,502,Retained
1,525,Attrited
0,252,Retained
0,309,Retained
0,870,Retained
0,416,Retained
0,926,Retained
0,357,Retained
0,694,Retained
0,978,Retained
0,683,Retained
0,922,Retained
0,263,Retained
1,815,Attrited
0,578,Retained
0,307,Retained
0,765,Retained
1,434,Attrited
0,390,Retained
0,466,Retained
0,594,Retained
0,726,Retained
1,858,Attrited
0,404,Retained
0,670,Retained
0,669,Retained
0,447,Retained
0,756,Retained
0,709,Retained
0,488,Retained
0,263,Retained
0,334,Retained
1,241,Attrited
0,291,Retained
0,510,Retained
0,545,Retained
0,617,Retained
0,713,Retained
0,505,Retained
0,758,Retained
0,233,Retained
0,536,Retained
0,340,Retained
0,632,Retained
1,573,Attrited
0,991,Retained
0,513,Retained
0,709,Retained
1,682,Attrited
0,306,Retained
0,922,Retained
0,977,Retained
1,785,Attrited
0,514,Retained
0,308,Retained
1,591,Attrited
0,864,Retained
1,785,Attrited
0,461,Retained
1,645,Attrited
1,707,Attrited
0,517,Retained
1,387,Attrited
0,236,Retained
0,853,Retained
0,924,Retained
0,223,Retained
1,492,Attrited
0,719,Retained
0,291,Retained
0,298,Retained
0,841,Retained
0,691,Retained
0,290,Retained
0,293,Retained
0,491,Retained
0,817,Retained
0,603,Retained
0,983,Retained
0,595,Retained
1,959,Attrited
1,279,Attrited
0,672,Retained
0,564,Retained
0,802,Retained
0,785,Retained
0,599,Retained
0,242,Retained
0,873,Retained
0,468,Retained
0,602,Retained
0,983,Retained
0,300,Retained
0,590,Retained
0,541,Retained
0,656,Retained
1,244,Attrited
0,546,Retained
0,225,Retained
0,870,Retained
1,980,Attrited
0,266,Retained
1,886,Attrited
0,918,Retained
0,994,Retained
0,447,Retained
1,642,Attrited
0,619,Retained
1,641,Attrited
0,403,Retained
0,923,Retained
0,660,Retained
0,597,Retained
0,801,Retained
0,713,Retained
0,529,Retained
1,508,Attrited
0,644,Retained
0,432,Retained
1,692,Attrited
0,289,Retained
0,644,Retained
1,629,Attrited
1,829,Attrited
0,599,Retained
0,276,Retained
0,768,Retained
0,318,Retained
0,581,Retained
1,947,Attrited
0,897,Retained
0,304,Retained
0,675,Retained
0,957,Retained
0,282,Retained
0,816,Retained
0,813,Retained
0,334,Retained
0,463,Retained
0,762,Retained
0,781,Retained
0,908,Retained
0,862,Retained
0,589,Retained
0,368,Retained
1,788,Attrited
0,891,Retained
0,764,Retained
0,664,Retained
0,372,Retained
0,382,Retained
0,751,Retained
0,578,Retained
0,852,Retained
0,603,Retained
0,450,Retained
0,223,Retained
0,607,Retained
0,958,Retained
0,872,Retained
0,598,Retained
0,845,Retained
0,222,Retained
0,537,Retained
0,744,Retained
1,432,Attrited
0,255,Retained
0,772,Retained
0,232,Retained
0,468,Retained
0,482,Retained
0,779,Retained
0,837,Retained
1,622,Attrited
0,472,Retained
0,503,Retained
1,303,Attrited
1,760,Attrited
0,667,Retained
0,315,Retained
1,575,Attrited
0,534,Retained
0,575,Retained
1,269,Attrited
0,299,Retained
0,688,Retained
0,920,Retained
1,665,Attrited
0,995,Retained
0,534,Retained
0,258,Retained
1,443,Attrited
1,551,Attrited
0,545,Retained
0,407,Retained
0,872,Retained
0,791,Retained
0,585,Retained
0,428,Retained
0,373,Retained
0,640,Retained
0,358,Retained
1,547,Attrited
1,799,Attrited
0,668,Retained
0,751,Retained
1,339,Attrited
0,398,Retained
0,894,Retained
0,898,Retained
0,735,Retained
1,686,Attrited
1,502,Attrited
0,495,Retained
0,634,Retained
0,376,Retained
0,433,Retained
1,384,Attrited
0,607,Retained
1,356,Attrited
0,369,Retained
1,230,Attrited
1,313,Attrited
0,470,Retained
0,862,Retained
0,276,Retained
0,447,Retained
0,499,Retained
0,556,Retained
0,677,Retained
1,909,Attrited
0,473,Retained
0,232,Retained
1,573,Attrited
0,639,Retained
0,809,Retained
0,582,Retained
0,688,Retained
0,604,Retained
0,526,Retained
0,722,Retained
0,516,Retained
0,880,Retained
0,512,Retained
0,914,Retained
1,968,Attrited
1,846,Attrited
0,962,Retained
0,369,Retained
0,717,Retained
0,528,Retained
0,543,Retained
0,396,Retained
0,256,Retained
0,422,Retained
1,811,Attrited
0,764,Retained
0,585,Retained
0,733,Retained
0,744,Retained
0,333,Retained
0,290,Retained
0,334,Retained
0,259,Retained
0,298,Retained
0,541,Retained
0,277,Retained
0,901,Retained
0,572,Retained
0,387,Retained
0,459,Retained
0,990,Retained
1,654,Attrited
0,282,Retained
1,223,Attrited
0,788,Retained
0,908,Retained
0,817,Retained
1,343,Attrited
0,742,Retained
1,835,Attrited
1,599,Attrited
0,523,Retained
0,822,Retained
0,729,Retained
0,951,Retained
1,829,Attrited
0,255,Retained
1,480,Attrited
0,741,Retained
0,367,Retained
1,824,Attrited
1,757,Attrited
0,501,Retained
0,777,Retained
0,245,Retained
0,372,Retained
0,237,Retained
0,466,Retained
0,771,Retained
0,660,Retained
1,502,Attrited
1,863,Attrited
1,662,Attrited
0,969,Retained
1,431,Attrited
0,396,Retained
0,520,Retained
0,989,Retained
0,221,Retained
0,859,Retained
0,869,Retained
0,843,Retained
0,491,Retained
0,632,Retained
0,527,Retained
0,523,Retained
1,896,Attrited
0,950,Retained
0,284,Retained
0,660,Retained
0,229,Retained
1,269,Attrited
0,617,Retained
0,313,Retained
1,283,Attrited
0,884,Retained
0,448,Retained
0,965,Retained
1,244,Attrited
0,235,Retained
0,230,Retained
0,492,Retained
0,944,Retained
0,774,Retained
0,945,Retained
0,739,Retained
0,342,Retained
1,463,Attrited
0,291,Retained
0,881,Retained
0,823,Retained
0,524,Retained
0,417,Retained
0,235,Retained
1,911,Attrited
0,607,Retained
1,722,Attrited
0,894,Retained
0,490,Retained
0,630,Retained
0,786,Retained
0,954,Retained
0,627,Retained
0,719,Retained
0,533,Retained
0,727,Retained
0,268,Retained
0,941,Retained
1,314,Attrited
1,975,Attrited
1,276,Attrited
1,867,Attrited
0,753,Retained
1,222,Attrited
0,757,Retained
0,335,Retained
1,667,Attrited
0,367,Retained
0,719,Retained
0,486,Retained
0,416,Retained
0,674,Retained
0,703,Retained
0,446,Retained
0,906,Retained
0,471,Retained
0,519,Retained
0,875,Retained
0,705,Retained
0,623,Retained
0,593,Retained
0,760,Retained
0,717,Retained
0,873,Retained
0,972,Retained
0,327,Retained
0,500,Retained
1,509,Attrited
1,554,Attrited
1,812,Attrited
0,504,Retained
0,685,Retained
0,975,Retained
0,337,Retained
0,331,Retained
0,406,Retained
1,560,Attrited
0,456,Retained
1,821,Attrited
1,594,Attrited
0,221,Retained
0,518,Retained
0,522,Retained
0,578,Retained
0,863,Retained
0,877,Retained
0,505,Retained
0,646,Retained
1,255,Attrited
0,747,Retained
0,405,Retained
1,728,Attrited
0,275,Retained
0,893,Retained
0,833,Retained
0,547,Retained
1,420,Attrited
0,461,Retained
1,362,Attrited
0,425,Retained
1,392,Attrited
0,924,Retained
0,268,Retained
0,896,Retained
0,826,Retained
0,613,Retained
0,349,Retained
1,346,Attrited
0,990,Retained
0,635,Retained
0,276,Retained
0,303,Retained
0,887,Retained
0,630,Retained
0,397,Retained
0,524,Retained
0,887,Retained
1,705,Attrited
0,941,Retained
0,784,Retained
1,522,Attrited
0,597,Retained
0,549,Retained
0,759,Retained
0,664,Retained
0,795,Retained
1,830,Attrited
0,615,Retained
0,332,Retained
0,539,Retained
1,517,Attrited
0,374,Retained
0,804,Retained
0,647,Retained
0,457,Retained
1,503,Attrited
0,929,Retained
0,605,Retained
0,803,Retained
0,927,Retained
0,766,Retained
0,970,Retained
1,877,Attrited
0,782,Retained
0,797,Retained
1,579,Attrited
0,481,Retained
1,580,Attrited
0,613,Retained
1,558,Attrited
1,802,Attrited
0,572,Retained
0,406,Retained
0,604,Retained
0,537,Retained
0,656,Retained
0,422,Retained
1,787,Attrited
0,936,Retained
0,617,Retained
1,894,Attrited
0,276,Retained
0,443,Retained
0,388,Retained
0,701,Retained
1,813,Attrited
0,836,Retained
0,736,Retained
0,235,Retained
0,886,Retained
0,543,Retained
0,916,Retained
0,793,Retained
0,282,Retained
0,675,Retained
0,348,Retained
1,295,Attrited
0,870,Retained
0,296,Retained
1,603,Attrited
0,333,Retained
0,541,Retained
0,765,Retained
0,623,Retained
0,467,Retained
0,392,Retained
0,984,Retained
0,999,Retained
0,994,Retained
0,867,Retained
0,899,Retained
0,581,Retained
1,531,Attrited
0,868,Retained
0,321,Retained
0,847,Retained
0,569,Retained
1,643,Attrited
0,292,Retained
1,460,Attrited
0,767,Retained
1,532,Attrited
0,528,Retained
0,339,Retained
0,439,Retained
0,993,Retained
0,295,Retained
1,468,Attrited
1,755,Attrited
1,929,Attrited
1,296,Attrited
0,733,Retained
0,590,Retained
1,594,Attrited
1,930,Attrited
0,738,Retained
0,266,Retained
0,675,Retained
0,760,Retained
0,490,Retained
0,579,Retained
0,348,Retained
0,376,Retained
1,552,Attrited
0,942,Retained
0,513,Retained
0,806,Retained
0,483,Retained
1,229,Attrited
0,526,Retained
0,797,Retained
0,528,Retained
0,996,Retained
1,845,Attrited
0,441,Retained
0,729,Retained
0,465,Retained
0,717,Retained
0,803,Retained
0,623,Retained
0,240,Retained
1,578,Attrited
1,819,Attrited
0,263,Retained
0,421,Retained
0,592,Retained
1,391,Attrited
1,253,Attrited
0,583,Retained
0,807,Retained
0,867,Retained
0,583,Retained
0,386,Retained
0,972,Retained
0,654,Retained
0,408,Retained
0,902,Retained
0,345,Retained
0,987,Retained
0,647,Retained
0,959,Retained
0,924,Retained
0,495,Retained
0,903,Retained
0,514,Retained
0,838,Retained
0,293,Retained
0,341,Retained
0,460,Retained
0,649,Retained
0,270,Retained
0,895,Retained
1,761,Attrited
0,283,Retained
0,978,Retained
0,494,Retained
1,761,Attrited
0,522,Retained
0,649,Retained
1,872,Attrited
0,807,Retained
0,342,Retained
0,596,Retained
0,275,Retained
0,874,Retained
0,749,Retained
0,630,Retained
0,817,Retained
0,575,Retained
0,801,Retained
0,495,Retained
0,416,Retained
0,964,Retained
0,769,Retained
0,838,Retained
0,871,Retained
1,244,Attrited
0,689,Retained
0,986,Retained
0,263,Retained
0,319,Retained
1,390,Attrited
0,714,Retained
0,428,Retained
1,244,Attrited
1,833,Attrited
0,474,Retained
0,615,Retained
0,540,Retained
0,376,Retained
0,752,Retained
0,592,Retained
0,290,Retained
0,843,Retained
1,455,Attrited
0,561,Retained
0,998,Retained
0,638,Retained
0,749,Retained
0,782,Retained
0,749,Retained
1,532,Attrited
0,540,Retained
0,387,Retained
1,307,Attrited
0,255,Retained
0,573,Retained
0,774,Retained
0,451,Retained
0,573,Retained
1,687,Attrited
1,495,Attrited
0,507,Retained
0,992,Retained
0,783,Retained
0,246,Retained
0,791,Retained
0,855,Retained
1,244,Attrited
1,817,Attrited
0,560,Retained
1,803,Attrited
0,825,Retained
0,383,Retained
1,589,Attrited
0,541,Retained
0,794,Retained
0,472,Retained
1,567,Attrited
0,823,Retained
0,644,Retained
0,408,Retained
0,291,Retained
0,479,Retained
1,882,Attrited
0,396,Retained
0,458,Retained
0,874,Retained
1,590,Attrited
0,702,Retained
0,345,Retained
1,922,Attrited
0,419,Retained
0,290,Retained
0,419,Retained
0,300,Retained
0,686,Retained
1,741,Attrited
0,945,Retained
0,425,Retained
0,665,Retained
0,675,Retained
1,507,Attrited
0,704,Retained
1,798,Attrited
0,947,Retained
1,323,Attrited
0,443,Retained
1,592,Attrited
0,457,Retained
1,349,Attrited
0,220,Retained
0,540,Retained
1,317,Attrited
0,227,Retained
0,433,Retained
0,624,Retained
0,323,Retained
0,560,Retained
0,398,Retained
0,899,Retained
1,732,Attrited
1,526,Attrited
0,499,Retained
0,940,Retained
0,762,Retained
0,943,Retained
1,670,Attrited
0,977,Retained
0,280,Retained
0,756,Retained
0,876,Retained
1,319,Attrited
1,665,Attrited
0,315,Retained
0,506,Retained
0,869,Retained
1,646,Attrited
0,820,Retained
0,538,Retained
1,994,Attrited
0,605,Retained
0,711,Retained
0,503,Retained
0,838,Retained
1,895,Attrited
1,756,Attrited
0,615,Retained
0,401,Retained
0,663,Retained
0,310,Retained
0,307,Retained
0,748,Retained
0,567,Retained
0,408,Retained
0,302,Retained
1,692,Attrited
0,384,Retained
0,524,Retained
0,825,Retained
0,333,Retained
0,716,Retained
0,226,Retained
0,269,Retained
0,445,Retained
0,741,Retained
0,708,Retained
0,337,Retained
0,466,Retained
0,767,Retained
0,419,Retained
0,583,Retained
0,603,Retained
1,866,Attrited
1,323,Attrited
0,960,Retained
0,621,Retained
0,605,Retained
0,246,Retained
0,546,Retained
0,388,Retained
1,301,Attrited
1,783,Attrited
0,851,Retained
0,741,Retained
0,699,Retained
1,870,Attrited
0,226,Retained
0,414,Retained
0,851,Retained
0,817,Retained
0,629,Retained
0,291,Retained
0,608,Retained
0,543,Retained
1,805,Attrited
0,425,Retained
0,276,Retained
1,729,Attrited
1,244,Attrited
0,411,Retained
0,720,Retained
0,984,Retained
0,706,Retained
0,937,Retained
1,521,Attrited
0,413,Retained
1,623,Attrited
0,280,Retained
0,759,Retained
1,761,Attrited
0,379,Retained
0,541,Retained
0,666,Retained
1,862,Attrited
0,327,Retained
1,791,Attrited
0,673,Retained
0,445,Retained
0,490,Retained
0,948,Retained
0,682,Retained
0,654,Retained
0,798,Retained
1,843,Attrited
0,837,Retained
1,504,Attrited
0,479,Retained
0,656,Retained
0,769,Retained
0,613,Retained
0,628,Retained
0,808,Retained
0,846,Retained
0,571,Retained
0,712,Retained
0,681,Retained
0,469,Retained
0,269,Retained
0,965,Retained
0,777,Retained
0,914,Retained
1,591,Attrited
0,476,Retained
0,270,Retained
0,661,Retained
0,942,Retained
0,977,Retained
0,605,Retained
1,679,Attrited
1,997,Attrited
1,361,Attrited
0,721,Retained
0,629,Retained
0,919,Retained
1,469,Attrited
0,692,Retained
1,642,Attrited
0,758,Retained
0,507,Retained
0,764,Retained
0,400,Retained
0,956,Retained
0,579,Retained
0,788,Retained
0,980,Retained
0,520,Retained
1,906,Attrited
0,470,Retained
0,796,Retained
0,553,Retained
0,627,Retained
0,882,Retained
1,287,Attrited
0,579,Retained
0,642,Retained
0,391,Retained
0,667,Retained
0,752,Retained
0,512,Retained
0,649,Retained
0,453,Retained
1,586,Attrited
0,615,Retained
0,407,Retained
0,460,Retained
0,545,Retained
0,900,Retained
1,231,Attrited
0,933,Retained
0,571,Retained
0,359,Retained
0,710,Retained
0,536,Retained
0,221,Retained
0,702,Retained
0,308,Retained
0,418,Retained
0,554,Retained
1,916,Attrited
1,782,Attrited
0,572,Retained
0,534,Retained
0,870,Retained
0,468,Retained
0,833,Retained
0,714,Retained
0,342,Retained
0,475,Retained
0,241,Retained
1,534,Attrited
0,417,Retained
0,476,Retained
0,494,Retained
0,376,Retained
1,600,Attrited
1,564,Attrited
1,721,Attrited
0,292,Retained
0,959,Retained
0,616,Retained
0,645,Retained
1,284,Attrited
0,465,Retained
0,980,Retained
0,459,Retained
0,776,Retained
0,682,Retained
0,305,Retained
0,237,Retained
0,468,Retained
0,946,Retained
0,349,Retained
0,333,Retained
0,733,Retained
1,964,Attrited
0,970,Retained
0,747,Retained
1,513,Attrited
0,839,Retained
0,301,Retained
0,551,Retained
1,675,Attrited
0,755,Retained
0,660,Retained
0,301,Retained
0,326,Retained
1,496,Attrited
0,433,Retained
0,599,Retained
0,554,Retained
0,379,Retained
0,591,Retained
0,423,Retained
0,600,Retained
0,898,Retained
0,244,Retained
0,343,Retained
0,459,Retained
0,814,Retained
0,240,Retained
0,286,Retained
0,287,Retained
0,977,Retained
0,489,Retained
0,858,Retained
0,385,Retained
1,623,Attrited
0,652,Retained
0,250,Retained
0,865,Retained
1,536,Attrited
0,334,Retained
0,751,Retained
0,947,Retained
0,930,Retained
1,281,Attrited
0,537,Retained
0,541,Retained
0,992,Retained
1,918,Attrited
0,645,Retained
0,788,Retained
1,681,Attrited
0,939,Retained
0,740,Retained
0,902,Retained
0,403,Retained
0,711,Retained
0,991,Retained
0,894,Retained
1,390,Attrited
0,959,Retained
0,482,Retained
0,920,Retained
1,861,Attrited
0,507,Retained
0,412,Retained
0,873,Retained
0,480,Retained
1,800,Attrited
0,560,Retained
0,678,Retained
1,983,Attrited
0,990,Retained
0,927,Retained
0,234,Retained
0,884,Retained
0,569,Retained
0,599,Retained
0,666,Retained
0,574,Retained
0,274,Retained
0,230,Retained
1,341,Attrited
1,632,Attrited
0,637,Retained
1,955,Attrited
0,862,Retained
0,601,Retained
0,659,Retained
0,855,Retained
1,897,Attrited
0,993,Retained
1,969,Attrited
0,333,Retained
0,713,Retained
1,310,Attrited
0,988,Retained
1,910,Attrited
0,555,Retained
0,959,Retained
0,439,Retained
1,408,Attrited
0,295,Retained
1,825,Attrited
0,872,Retained
0,323,Retained
1,404,Attrited
0,640,Retained
0,696,Retained
0,337,Retained
0,635,Retained
0,608,Retained
1,559,Attrited
1,744,Attrited
0,971,Retained
0,675,Retained
1,451,Attrited
1,748,Attrited
0,910,Retained
0,905,Retained
0,604,Retained
0,303,Retained
0,644,Retained
0,776,Retained
0,233,Retained
0,988,Retained
0,755,Retained
0,602,Retained
0,476,Retained
1,635,Attrited
0,466,Retained
0,553,Retained
0,631,Retained
0,670,Retained
0,343,Retained
0,778,Retained
1,728,Attrited
0,593,Retained
1,959,Attrited
1,561,Attrited
0,913,Retained
0,375,Retained
1,276,Attrited
0,998,Retained
1,451,Attrited
0,533,Retained
1,365,Attrited
0,690,Retained
0,308,Retained
0,628,Retained
0,996,Retained
0,772,Retained
0,558,Retained
0,579,Retained
0,417,Retained
0,543,Retained
0,277,Retained
1,523,Attrited
1,468,Attrited
0,987,Retained
1,246,Attrited
0,386,Retained
0,347,Retained
1,286,Attrited
0,824,Retained
1,414,Attrited
0,564,Retained
1,902,Attrited
1,689,Attrited
0,494,Retained
0,791,Retained
0,308,Retained
0,633,Retained
0,983,Retained
0,410,Retained
0,545,Retained
0,621,Retained
0,266,Retained
1,816,Attrited
0,990,Retained
0,921,Retained
0,373,Retained
0,937,Retained
0,448,Retained
0,597,Retained
0,922,Retained
0,814,Retained
0,652,Retained
1,280,Attrited
0,348,Retained
0,914,Retained
0,588,Retained
0,481,Retained
0,576,Retained
1,405,Attrited
1,592,Attrited
0,780,Retained
0,690,Retained
0,677,Retained
0,512,Retained
0,539,Retained
0,938,Retained
0,842,Retained
0,609,Retained
1,813,Attrited
0,568,Retained
0,577,Retained
0,842,Retained
0,306,Retained
0,955,Retained
0,686,Retained
1,914,Attrited
1,326,Attrited
0,451,Retained
0,892,Retained
0,572,Retained
0,964,Retained
0,489,Retained
0,751,Retained
0,278,Retained
0,513,Retained
0,367,Retained
0,573,Retained
0,615,Retained
0,740,Retained
1,818,Attrited
0,984,Retained
1,612,Attrited
0,293,Retained
0,797,Retained
0,827,Retained
0,289,Retained
0,898,Retained
0,688,Retained
0,404,Retained
0,572,Retained
0,583,Retained
0,572,Retained
0,746,Retained
1,668,Attrited
0,578,Retained
1,273,Attrited
0,843,Retained
0,908,Retained
0,445,Retained
0,798,Retained
0,333,Retained
0,721,Retained
0,803,Retained
0,719,Retained
0,641,Retained
0,975,Retained
0,412,Retained
1,642,Attrited
0,547,Retained
0,246,Retained
1,274,Attrited
0,345,Retained
0,470,Retained
0,693,Retained
0,967,Retained
1,513,Attrited
1,304,Attrited
0,616,Retained
0,279,Retained
0,726,Retained
1,843,Attrited
0,271,Retained
0,451,Retained
0,981,Retained
0,258,Retained
0,708,Retained
1,314,Attrited
0,310,Retained
0,804,Retained
1,286,Attrited
0,500,Retained
0,493,Retained
0,946,Retained
0,610,Retained
0,938,Retained
1,352,Attrited
0,887,Retained
1,339,Attrited
0,346,Retained
0,871,Retained
0,407,Retained
0,943,Retained
0,943,Retained
0,341,Retained
0,252,Retained
0,998,Retained
0,649,Retained
0,730,Retained
1,635,Attrited
0,711,Retained
0,319,Retained
0,953,Retained
0,557,Retained
0,513,Retained
0,759,Retained
0,460,Retained
0,794,Retained
0,270,Retained
0,606,Retained
0,324,Retained
1,878,Attrited
0,901,Retained
0,605,Retained
0,569,Retained
1,843,Attrited
0,472,Retained
0,517,Retained
0,767,Retained
0,890,Retained
0,425,Retained
0,452,Retained
0,332,Retained
0,576,Retained
0,829,Retained
0,723,Retained
0,840,Retained
0,488,Retained
0,463,Retained
0,910,Retained
0,851,Retained
0,652,Retained
0,557,Retained
0,787,Retained
0,783,Retained
0,334,Retained
0,300,Retained
0,502,Retained
0,498,Retained
0,599,Retained
0,397,Retained
0,846,Retained
0,427,Retained
0,855,Retained
1,672,Attrited
1,746,Attrited
0,857,Retained
1,648,Attrited
0,732,Retained
0,400,Retained
0,526,Retained
1,488,Attrited
1,577,Attrited
0,422,Retained
0,554,Retained
0,739,Retained
0,488,Retained
1,824,Attrited
0,678,Retained
0,600,Retained
0,720,Retained
0,467,Retained
0,284,Retained
0,818,Retained
0,467,Retained
0,485,Retained
0,422,Retained
0,794,Retained
0,882,Retained
0,472,Retained
0,668,Retained
0,580,Retained
0,540,Retained
0,860,Retained
0,790,Retained
0,469,Retained
0,243,Retained
0,746,Retained
0,720,Retained
0,823,Retained
1,931,Attrited
0,713,Retained
1,629,Attrited
0,222,Retained
0,759,Retained
0,875,Retained
0,941,Retained
0,413,Retained
0,508,Retained
1,285,Attrited
1,857,Attrited
0,446,Retained
0,475,Retained
1,255,Attrited
1,508,Attrited
1,589,Attrited
0,820,Retained
0,874,Retained
1,318,Attrited
1,373,Attrited
0,876,Retained
0,947,Retained
0,271,Retained
0,632,Retained
1,481,Attrited
1,974,Attrited
0,976,Retained
0,469,Retained
0,914,Retained
1,954,Attrited
1,584,Attrited
0,318,Retained
0,325,Retained
0,514,Retained
1,995,Attrited
1,511,Attrited
0,588,Retained
1,331,Attrited
0,842,Retained
0,902,Retained
1,791,Attrited
0,289,Retained
1,809,Attrited
0,841,Retained
1,662,Attrited
1,821,Attrited
0,721,Retained
0,980,Retained
0,488,Retained
0,921,Retained
0,671,Retained
0,868,Retained
0,315,Retained
0,963,Retained
1,569,Attrited
0,748,Retained
1,351,Attrited
0,591,Retained
1,979,Attrited
1,310,Attrited
0,648,Retained
0,469,Retained
1,948,Attrited
1,846,Attrited
1,313,Attrited
0,236,Retained
0,476,Retained
1,927,Attrited
1,720,Attrited
0,302,Retained
0,576,Retained
0,648,Retained
0,916,Retained
0,983,Retained
0,746,Retained
0,633,Retained
0,761,Retained
0,652,Retained
1,551,Attrited
0,936,Retained
0,366,Retained
0,840,Retained
0,859,Retained
0,437,Retained
0,829,Retained
0,425,Retained
0,335,Retained
0,488,Retained
1,818,Attrited
1,582,Attrited
1,296,Attrited
0,301,Retained
0,885,Retained
1,620,Attrited
0,800,Retained
0,711,Retained
0,802,Retained
0,694,Retained
1,451,Attrited
0,829,Retained
1,681,Attrited
1,578,Attrited
0,886,Retained
0,867,Retained
1,744,Attrited
0,997,Retained
0,852,Retained
0,965,Retained
0,239,Retained
0,531,Retained
0,524,Retained
0,687,Retained
0,643,Retained
0,927,Retained
1,757,Attrited
0,705,Retained
0,273,Retained
0,806,Retained
1,846,Attrited
1,990,Attrited
0,808,Retained
0,645,Retained
0,612,Retained
0,725,Retained
0,518,Retained
0,487,Retained
1,240,Attrited
0,801,Retained
0,949,Retained
1,948,Attrited
0,827,Retained
1,949,Attrited
0,336,Retained
0,557,Retained
0,957,Retained
0,723,Retained
0,537,Retained
1,242,Attrited
0,241,Retained
0,497,Retained
0,739,Retained
1,681,Attrited
0,577,Retained
1,569,Attrited
0,877,Retained
0,419,Retained
0,405,Retained
0,975,Retained
0,521,Retained
0,398,Retained
1,848,Attrited
0,940,Retained
1,471,Attrited
0,288,Retained
1,255,Attrited
0,303,Retained
1,512,Attrited
0,288,Retained
0,261,Retained
1,314,Attrited
0,895,Retained
1,255,Attrited
0,524,Retained
0,937,Retained
0,313,Retained
0,563,Retained
0,942,Retained
0,775,Retained
0,605,Retained
0,640,Retained
1,833,Attrited
0,282,Retained
0,741,Retained
0,693,Retained
0,1000,Retained
0,338,Retained
1,572,Attrited
0,349,Retained
