,RowNumber,CustomerId,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned
277,278,15589924,777,France,Female,53,10,0.0,2,1,0,189992.97,0,0,2,PLATINUM,306
278,279,15799300,646,France,Male,35,6,84026.86,1,0,1,164255.69,0,0,3,SILVER,635
279,280,15731330,714,France,Male,46,1,0.0,1,1,0,152167.79,1,1,2,PLATINUM,747
280,281,15694129,782,France,Male,39,8,0.0,2,1,1,33949.67,0,0,3,PLATINUM,424
281,282,15620372,775,Spain,Male,29,10,0.0,2,1,1,68143.93,0,0,2,DIAMOND,913
282,283,15744622,479,Germany,Male,35,4,138718.92,1,1,1,47251.79,1,1,1,GOLD,751
283,284,15799815,807,France,Male,42,7,118274.71,1,1,1,25885.72,0,0,3,DIAMOND,899
284,285,15759250,799,France,Female,22,8,174185.98,2,0,1,192633.85,0,0,3,PLATINUM,219
285,286,15732643,675,France,Male,40,7,113208.86,2,1,0,34577.36,0,0,3,SILVER,587
286,287,15690540,602,Spain,Male,29,5,103907.28,1,1,0,161229.84,0,0,2,SILVER,861
287,288,15803078,475,France,Female,32,8,119023.28,1,1,0,100816.29,0,0,1,PLATINUM,278
288,289,15652180,744,Spain,Female,26,5,166297.89,1,1,1,181694.44,0,0,1,PLATINUM,526
289,290,15741195,588,Spain,Male,34,10,0.0,2,1,0,79078.91,0,0,2,PLATINUM,632
290,291,15743490,703,Germany,Male,42,9,63227.0,1,0,1,137316.32,0,0,3,SILVER,301
291,292,15575510,747,Spain,Female,41,5,94521.17,2,1,0,194926.86,0,0,1,DIAMOND,806
292,293,15732610,583,France,Male,27,7,0.0,2,1,0,51285.49,0,0,1,PLATINUM,250
293,294,15602909,750,Spain,Female,34,9,112822.26,1,0,0,150401.53,1,1,2,PLATINUM,563
294,295,15734058,681,France,Male,38,3,0.0,2,1,1,112491.96,0,0,1,DIAMOND,861
295,296,15801788,773,France,Male,25,2,135903.33,1,1,0,73656.38,0,0,4,PLATINUM,790
296,297,15702462,714,France,Female,31,4,125169.26,1,1,1,106636.89,0,0,3,PLATINUM,669
297,298,15683416,687,Spain,Female,44,7,0.0,3,1,0,155853.52,1,1,2,SILVER,336
298,299,15794187,511,France,Male,58,0,149117.31,1,1,1,162599.51,0,0,1,GOLD,517
299,300,15792989,627,France,Male,33,5,0.0,2,1,1,103737.82,0,0,4,PLATINUM,499
300,301,15613734,694,France,Female,31,10,0.0,2,1,0,160990.27,0,0,3,SILVER,673
301,302,15606177,616,Spain,Female,36,6,132311.71,1,0,0,15462.84,0,0,2,SILVER,268
302,303,15636700,687,France,Male,35,8,0.0,2,1,0,10334.05,0,0,5,PLATINUM,809
303,304,15645766,712,France,Female,33,6,0.0,2,1,1,190686.16,0,0,5,GOLD,460
304,305,15671345,553,France,Male,33,4,118082.89,1,0,0,94440.45,0,0,4,SILVER,221
305,306,15652469,667,France,Male,31,1,119266.69,1,1,1,28257.63,0,0,2,SILVER,730
306,307,15749638,731,France,Male,43,2,0.0,1,1,1,170034.95,1,1,2,DIAMOND,777
307,308,15728706,629,Germany,Male,35,7,156847.29,2,1,0,31824.29,0,0,4,SILVER,837
308,309,15735439,614,France,Male,50,4,137104.47,1,1,0,127166.49,1,1,1,DIAMOND,958
309,310,15778696,438,Germany,Male,31,8,78398.69,1,1,0,44937.01,0,0,4,PLATINUM,809
310,311,15624744,652,France,Female,80,4,0.0,2,1,1,188603.07,0,0,1,GOLD,662
311,312,15584338,729,Germany,Male,30,6,63669.42,1,1,0,145111.37,0,0,2,GOLD,484
312,313,15726178,642,France,Male,38,3,0.0,2,0,0,171463.83,0,0,2,GOLD,737
313,314,15794939,806,Germany,Female,59,0,135296.33,1,1,0,182822.5,0,0,1,SILVER,486
314,315,15788068,744,Spain,Male,36,2,153804.44,1,1,1,87213.33,0,0,3,SILVER,252
315,316,15572956,474,Spain,Male,37,3,0.0,2,0,0,57175.32,0,0,4,SILVER,275
316,317,15780386,559,France,Male,49,2,147069.78,1,1,0,120540.83,1,1,1,DIAMOND,245
317,318,15791114,706,Spain,Male,42,9,0.0,2,1,1,28714.34,0,0,4,PLATINUM,361
318,319,15708046,628,Spain,Female,22,3,0.0,1,1,0,85426.28,0,0,4,DIAMOND,483
319,320,15719779,429,France,Male,24,4,95741.75,1,1,0,46170.75,0,0,2,GOLD,352
320,321,15591550,525,Spain,Female,57,2,145965.33,1,1,1,64448.36,0,0,5,PLATINUM,337
321,322,15639368,680,France,Female,30,8,141441.75,1,1,1,16278.97,0,0,1,SILVER,597
322,323,15699830,749,France,Male,40,1,139290.41,1,1,0,182855.42,1,1,1,SILVER,381
323,324,15569264,763,France,Female,31,4,0.0,2,0,0,50404.72,0,0,3,PLATINUM,668
324,325,15595158,734,France,Male,30,3,0.0,2,1,0,107640.25,0,0,4,DIAMOND,245
325,326,15599126,716,France,Male,35,4,144428.87,1,1,0,134132.65,0,0,2,PLATINUM,495
326,327,15650575,594,France,Male,35,2,0.0,2,1,0,103480.69,0,0,4,DIAMOND,378
327,328,15641490,644,France,Female,46,9,95441.27,1,1,0,108761.05,1,1,1,SILVER,568
328,329,15680234,671,Germany,Male,35,1,144848.74,1,1,1,179012.3,0,0,5,PLATINUM,731
329,330,15592230,664,Germany,Male,26,7,116244.14,2,1,1,95145.14,0,0,2,GOLD,837
330,331,15626212,656,France,Male,50,7,0.0,2,0,1,72143.44,0,0,1,GOLD,829
331,332,15700627,667,Spain,Female,40,1,146502.07,1,1,0,19162.89,0,0,3,DIAMOND,230
332,333,15782641,663,Germany,Male,44,2,117028.6,2,0,1,144680.18,0,0,4,DIAMOND,919
333,334,15784445,584,Germany,Female,30,8,112013.81,1,1,0,177772.03,1,1,4,PLATINUM,641
334,335,15813681,626,Spain,Female,37,6,108269.37,1,1,0,5597.94,0,0,2,DIAMOND,457
335,336,15596649,485,France,Male,29,7,182123.79,1,1,0,116828.51,1,1,4,GOLD,583
336,337,15700460,659,Germany,Female,32,3,150923.74,2,0,1,174652.51,0,0,2,PLATINUM,849
337,338,15724076,649,France,Male,33,2,0.0,2,1,0,2010.98,0,0,3,DIAMOND,720
338,339,15784000,805,Spain,Female,39,5,165272.13,1,1,0,14109.85,1,1,3,SILVER,317
339,340,15733966,716,Germany,Female,39,10,115301.31,1,1,0,43527.4,1,1,5,DIAMOND,465
340,341,15612667,642,Germany,Female,40,6,129502.49,2,0,1,86099.23,1,1,4,GOLD,269
341,342,15654025,659,France,Male,31,4,118342.26,1,0,0,161574.19,0,0,3,SILVER,391
342,343,15589431,545,Spain,Female,47,5,0.0,2,1,1,38970.14,0,0,4,PLATINUM,373
343,344,15578238,543,France,Male,22,8,0.0,2,0,0,127587.22,0,0,3,PLATINUM,251
344,345,15566269,718,France,Female,25,7,0.0,2,1,0,30380.12,0,0,2,PLATINUM,237
345,346,15639217,840,France,Female,43,7,0.0,2,1,0,90908.95,0,0,2,SILVER,645
346,347,15688644,630,Germany,Female,34,9,106937.05,2,1,0,138275.01,0,0,3,SILVER,624
347,348,15662426,643,Germany,Male,59,3,170331.37,1,1,1,32171.79,0,0,5,PLATINUM,838
348,349,15720511,654,Germany,Female,32,1,114510.85,1,1,1,126143.23,0,0,4,GOLD,224
349,350,15567246,582,France,Male,39,5,0.0,2,1,1,129892.93,0,0,4,DIAMOND,343
350,351,15647965,659,Spain,Male,32,3,107594.11,2,1,1,102416.84,0,0,3,DIAMOND,683
351,352,15679048,762,Spain,Male,39,2,81273.13,1,1,1,18719.67,0,0,5,GOLD,929
352,353,15675749,568,Spain,Female,32,7,169399.6,1,1,0,61936.22,0,0,4,PLATINUM,234
353,354,15782181,670,Spain,Male,25,6,0.0,2,1,1,78358.94,0,0,3,DIAMOND,723
354,355,15795738,613,France,Female,45,1,187841.99,2,1,1,147224.27,0,0,1,PLATINUM,482
355,356,15773751,539,France,Male,30,0,0.0,2,1,0,160979.66,0,0,4,DIAMOND,231
356,357,15655436,850,Spain,Female,57,8,126776.3,2,1,1,132298.49,0,0,3,GOLD,244
357,358,15691396,522,Spain,Male,34,9,126436.29,1,1,0,174248.52,1,1,3,GOLD,973
358,359,15796958,737,France,Male,41,1,101960.74,1,1,1,123547.28,0,0,5,SILVER,463
359,360,15801832,520,France,Male,58,3,0.0,2,0,1,32790.02,0,0,5,DIAMOND,253
360,361,15661349,706,Spain,Male,28,3,0.0,2,0,1,181543.67,0,0,3,SILVER,241
361,362,15719265,643,Germany,Female,45,2,150842.93,1,0,1,2319.96,1,1,5,PLATINUM,537
362,363,15779985,648,France,Female,50,9,102535.57,1,1,1,189543.19,0,0,5,DIAMOND,332
363,364,15663410,443,Germany,Female,29,9,99027.61,2,1,0,10940.4,0,0,5,PLATINUM,390
364,365,15704144,640,France,Male,68,9,0.0,2,1,1,199493.38,0,0,4,PLATINUM,763
365,366,15774104,628,Spain,Female,33,3,0.0,1,1,1,188193.25,0,0,4,GOLD,240
366,367,15812230,540,Germany,Female,42,9,87271.41,2,1,0,172572.64,0,0,1,PLATINUM,978
367,368,15742848,460,Germany,Female,35,8,102742.91,2,1,1,189339.6,0,0,5,DIAMOND,366
368,369,15745326,636,Germany,Male,34,2,40105.51,2,0,1,53512.16,0,0,3,DIAMOND,356
369,370,15674541,593,France,Female,29,2,152265.43,1,1,0,34004.44,0,0,1,SILVER,907
370,371,15728564,801,Spain,Male,42,4,141947.67,1,1,1,10598.29,0,0,3,SILVER,687
371,372,15580701,640,Germany,Female,75,1,106307.91,2,0,1,113428.77,0,0,2,PLATINUM,703
372,373,15688973,611,Germany,Male,31,0,107884.81,2,1,1,183487.98,0,0,2,DIAMOND,388
373,374,15709412,802,Germany,Male,31,1,125013.72,1,1,1,187658.09,0,0,2,DIAMOND,579
374,375,15607753,717,Germany,Male,35,7,58469.37,2,1,1,172459.39,0,0,2,GOLD,793
375,376,15705352,769,France,Female,39,8,0.0,1,0,1,21016.0,0,0,3,GOLD,828
376,377,15602500,745,Germany,Male,45,10,117231.63,3,1,1,122381.02,1,1,2,GOLD,291
377,378,15672437,572,Spain,Male,35,4,152390.26,1,1,0,128123.66,0,0,4,GOLD,951
378,379,15720968,629,Spain,Female,30,2,34013.63,1,1,0,19570.63,0,0,2,DIAMOND,952
379,380,15730796,687,Spain,Female,39,2,0.0,3,0,0,188150.6,1,1,2,GOLD,616
380,381,15768219,483,France,Female,50,9,0.0,2,1,1,111020.24,0,0,5,SILVER,706
381,382,15663883,690,France,Male,36,7,101583.11,2,1,0,123775.15,0,0,2,DIAMOND,423
382,383,15589296,492,Germany,Female,30,10,77168.87,2,0,1,146700.22,0,0,5,GOLD,552
383,384,15586425,709,Germany,Male,28,8,124695.72,2,1,0,145251.35,0,0,3,DIAMOND,665
384,385,15679813,705,Germany,Male,44,3,105934.96,1,1,0,82463.69,0,0,3,PLATINUM,351
385,386,15681410,560,France,Female,66,9,0.0,1,1,1,15928.49,0,0,3,DIAMOND,906
386,387,15668283,611,Spain,Male,46,6,0.0,2,1,0,45886.33,0,0,4,DIAMOND,406
387,388,15624072,730,Spain,Male,62,2,0.0,2,1,1,186489.95,0,0,4,GOLD,594
388,389,15669664,709,Spain,Female,45,2,0.0,2,0,1,162922.65,0,0,1,PLATINUM,815
389,390,15682728,544,France,Female,21,10,161525.96,2,1,0,9262.77,0,0,2,PLATINUM,458
390,391,15573851,712,Germany,Female,29,7,147199.07,1,1,1,84932.4,0,0,3,SILVER,886
391,392,15733661,752,Germany,Male,38,3,183102.29,1,1,1,71557.12,0,0,3,SILVER,833
392,393,15710012,648,Spain,Male,46,9,127209.0,2,1,0,77405.95,1,1,4,GOLD,932
393,394,15763327,556,Spain,Male,38,8,0.0,2,0,0,417.41,1,1,3,GOLD,632
394,395,15668853,594,Spain,Female,24,0,97378.54,1,1,1,71405.17,0,0,2,DIAMOND,431
395,396,15639303,645,Germany,Female,37,2,136925.09,2,0,1,153400.24,0,0,3,PLATINUM,739
396,397,15691011,557,France,Male,33,3,54503.55,1,1,1,371.05,0,0,5,SILVER,362
397,398,15638513,547,Germany,Male,32,8,155726.85,1,1,0,67789.99,0,0,2,SILVER,309
398,399,15648933,701,France,Female,39,9,0.0,2,0,1,145894.9,0,0,2,GOLD,513
399,400,15628904,616,France,Female,66,1,135842.41,1,1,0,183840.51,1,1,2,DIAMOND,302
400,401,15644788,605,France,Male,52,1,63349.75,1,1,0,108887.44,0,0,2,DIAMOND,437
401,402,15598161,593,Germany,Female,38,4,129499.42,1,1,1,154071.27,0,0,5,SILVER,337
402,403,15745624,751,Spain,Male,52,8,0.0,2,0,1,179291.85,0,0,5,SILVER,629
403,404,15733169,443,Spain,Male,36,6,70438.01,2,0,1,56937.43,0,0,4,GOLD,858
404,405,15801417,685,France,Male,23,8,0.0,2,1,1,112239.03,0,0,2,SILVER,543
405,406,15592707,718,France,Male,36,9,0.0,1,1,0,45909.87,0,0,1,DIAMOND,939
406,407,15593954,538,Spain,Female,49,9,141434.04,1,0,0,173779.25,1,1,5,GOLD,797
407,408,15714431,611,Spain,Female,37,4,0.0,2,1,0,125696.26,0,0,4,SILVER,629
408,409,15638257,668,Germany,Male,37,10,152958.29,2,1,1,159585.61,0,0,2,SILVER,743
409,410,15690939,537,Germany,Female,41,3,138306.34,1,1,0,106761.47,0,0,5,DIAMOND,767
410,411,15723613,709,Spain,Male,23,10,0.0,2,0,0,129590.18,0,0,2,SILVER,246
411,412,15813640,850,France,Male,38,1,0.0,2,1,1,80006.65,0,0,2,PLATINUM,480
412,413,15707322,745,Spain,Female,31,3,124328.84,1,1,1,140451.52,0,0,5,GOLD,924
413,414,15588918,693,Germany,Female,41,9,181461.48,3,1,1,187929.43,1,1,3,GOLD,430
414,415,15600357,795,Spain,Male,35,8,0.0,2,1,0,167155.36,0,0,2,DIAMOND,708
415,416,15747014,626,Spain,Male,26,8,0.0,2,0,0,191420.71,0,0,4,PLATINUM,701
416,417,15809830,487,Germany,Female,61,5,110368.03,1,0,0,11384.45,1,1,2,DIAMOND,982
417,418,15662245,556,France,Female,39,9,89588.35,1,1,1,94898.1,0,0,1,DIAMOND,827
418,419,15651075,643,France,Female,46,6,0.0,2,0,0,106781.59,0,0,4,DIAMOND,597
419,420,15594456,605,France,Female,28,6,0.0,2,0,0,159508.52,0,0,1,DIAMOND,468
420,421,15583462,756,Germany,Female,60,3,115924.89,1,1,0,93524.19,1,1,3,DIAMOND,523
421,422,15757661,586,France,Female,38,2,0.0,2,1,0,87168.46,0,0,2,SILVER,650
422,423,15729117,535,Germany,Male,40,7,111756.5,1,1,0,8128.32,1,1,2,GOLD,567
423,424,15749671,678,France,Female,35,4,0.0,1,1,0,125518.32,0,0,1,DIAMOND,749
424,425,15566253,596,France,Male,39,9,0.0,1,1,0,48963.59,0,0,3,PLATINUM,390
425,426,15595153,648,France,Male,26,9,162923.85,1,1,0,98368.24,0,0,5,GOLD,922
426,427,15698572,492,Germany,Male,39,10,124576.65,2,1,0,148584.61,0,0,5,GOLD,560
427,428,15674149,702,France,Male,45,0,80793.58,1,1,1,27474.81,0,0,2,DIAMOND,994
428,429,15623082,486,Germany,Female,40,9,71340.09,1,1,0,76192.21,0,0,4,PLATINUM,530
429,430,15797905,568,Germany,Male,40,1,99282.63,1,0,0,134600.94,1,1,2,SILVER,818
430,431,15746028,619,Germany,Male,57,3,137946.39,1,1,1,72467.99,1,1,5,PLATINUM,367
431,432,15582951,724,Germany,Male,41,2,127892.57,2,0,1,199645.45,0,0,4,DIAMOND,393
432,433,15616471,548,Germany,Female,33,0,101084.36,1,1,0,42749.85,0,0,5,DIAMOND,860
433,434,15641575,545,Germany,Female,37,8,114754.08,1,1,0,136050.44,1,1,5,GOLD,958
434,435,15638803,683,France,Male,33,8,0.0,1,0,0,73564.44,0,0,4,PLATINUM,576
435,436,15808283,762,France,Female,51,3,99286.98,1,0,1,85578.63,0,0,5,SILVER,887
436,437,15811200,627,Germany,Female,30,4,79871.02,2,1,0,129826.89,0,0,4,DIAMOND,396
437,438,15733476,516,France,Male,35,10,104088.59,2,0,0,119666.0,0,0,1,GOLD,565
438,439,15633274,800,France,Female,38,2,168190.33,2,1,0,68052.08,0,0,3,SILVER,874
439,440,15582168,464,Germany,Female,42,3,85679.25,1,1,1,164104.74,0,0,3,SILVER,665
440,441,15807269,626,France,Female,35,3,0.0,1,0,0,80190.36,0,0,5,SILVER,680
441,442,15602979,790,France,Female,31,9,0.0,2,1,0,84126.75,0,0,1,DIAMOND,319
442,443,15660417,534,France,Female,34,7,121551.58,2,1,1,70179.0,0,0,3,SILVER,351
443,444,15590199,745,France,Male,46,2,122220.19,1,1,1,118024.1,0,0,3,DIAMOND,781
444,445,15641794,553,Spain,Male,47,3,116528.15,1,0,0,145704.19,1,1,2,DIAMOND,918
445,446,15779174,748,France,Female,26,1,77780.29,1,0,1,183049.41,0,0,3,GOLD,340
446,447,15785547,722,France,Male,37,2,0.0,1,0,0,120906.83,0,0,4,GOLD,625
447,448,15795124,501,France,Male,40,4,125832.2,1,1,1,100433.83,0,0,3,DIAMOND,923
448,449,15718912,675,France,Female,38,6,68065.8,1,0,0,138777.0,1,1,5,PLATINUM,543
449,450,15592028,778,Spain,Female,47,6,127299.34,2,1,0,124694.99,0,0,2,GOLD,859
450,451,15580227,494,Germany,Female,38,7,174937.64,1,1,0,40084.32,0,0,5,GOLD,794
451,452,15657830,850,France,Male,40,9,0.0,2,0,1,119232.33,0,0,2,GOLD,241
452,453,15798256,592,Spain,Male,31,7,110071.1,1,0,0,43921.36,0,0,3,GOLD,702
453,454,15643819,590,Spain,Female,44,3,139432.37,1,1,0,62222.81,0,0,4,PLATINUM,816
454,455,15754301,758,France,Female,39,6,127357.76,1,0,1,56577.0,0,0,4,SILVER,404
455,456,15726855,506,France,Male,36,5,0.0,2,1,0,164253.35,0,0,4,GOLD,299
456,457,15755225,733,France,Male,33,3,0.0,1,1,1,7666.73,0,0,1,SILVER,855
457,458,15725221,711,France,Male,38,3,0.0,2,1,0,68487.51,0,0,4,DIAMOND,886
458,459,15789055,514,Germany,Male,43,1,95556.31,1,0,1,199273.98,1,1,4,GOLD,774
459,460,15617507,637,Spain,Male,37,8,0.0,1,1,1,186062.36,0,0,1,DIAMOND,699
460,461,15668894,468,Germany,Male,29,1,111681.98,2,1,1,195711.16,0,0,3,GOLD,977
461,462,15589563,539,France,Male,39,3,0.0,2,1,0,36692.17,0,0,1,SILVER,426
462,463,15693162,509,Spain,Female,25,3,108738.71,2,1,0,106920.57,0,0,3,DIAMOND,595
463,464,15750099,662,France,Female,32,4,133950.37,1,1,1,48725.68,1,1,1,DIAMOND,368
464,465,15795540,818,Spain,Male,26,4,0.0,2,1,1,167036.94,0,0,3,SILVER,261
465,466,15794941,608,France,Male,33,9,89968.69,1,1,0,68777.26,0,0,3,GOLD,614
466,467,15611848,850,Spain,Female,32,9,0.0,2,1,1,18924.92,0,0,4,DIAMOND,765
467,468,15581237,816,Germany,Female,38,5,130878.75,3,1,0,71905.77,1,1,4,GOLD,961
468,469,15738150,536,France,Male,35,8,0.0,2,1,0,64833.28,0,0,2,GOLD,345
469,470,15678571,753,France,Male,35,3,0.0,2,1,1,184843.77,0,0,1,GOLD,330
470,471,15736124,631,Spain,Male,27,10,134169.62,1,1,1,176730.02,0,0,5,PLATINUM,863
471,472,15623202,703,France,Male,37,1,149762.08,1,1,0,20629.4,1,1,3,DIAMOND,371
472,473,15804201,774,France,Male,26,2,93844.69,1,1,0,28415.36,0,0,1,DIAMOND,282
473,474,15596863,785,France,Male,28,8,0.0,2,1,0,77231.27,0,0,2,SILVER,937
474,475,15696277,571,France,Female,33,1,0.0,2,1,0,102750.7,0,0,2,GOLD,722
475,476,15748608,621,Germany,Male,46,6,141078.37,1,0,0,34580.8,1,1,2,SILVER,956
476,477,15723864,605,Germany,Female,31,1,117992.59,1,1,1,183598.77,0,0,2,SILVER,496
477,478,15802390,611,France,Female,40,8,100812.33,2,1,0,147358.27,0,0,2,DIAMOND,927
478,479,15774336,569,France,Male,38,7,0.0,1,1,1,108469.2,0,0,5,SILVER,550
479,480,15648766,658,France,Male,29,4,80262.6,1,1,1,20612.82,0,0,2,GOLD,420
480,481,15659094,788,Spain,Male,34,6,156478.62,1,0,1,181196.76,0,0,3,DIAMOND,760
481,482,15606397,525,France,Female,23,5,0.0,2,1,0,160249.1,0,0,1,PLATINUM,225
482,483,15642619,798,France,Male,37,8,0.0,3,0,0,110783.28,0,0,4,SILVER,860
483,484,15666032,486,Germany,Male,37,9,115217.99,2,1,0,144995.33,0,0,1,GOLD,882
484,485,15595842,615,Spain,Male,61,9,0.0,2,1,0,150227.85,1,1,4,DIAMOND,683
485,486,15753837,730,France,Female,35,0,155470.55,1,1,1,53718.28,0,0,4,GOLD,500
486,487,15783882,641,France,Male,37,7,0.0,2,1,0,75248.3,0,0,2,PLATINUM,516
487,488,15799790,542,France,Male,39,3,135096.77,1,1,1,14353.43,1,1,2,PLATINUM,328
488,489,15628155,692,France,Male,30,2,0.0,2,0,1,130486.57,0,0,4,DIAMOND,751
489,490,15703778,714,Germany,Female,55,9,180075.22,1,1,1,100127.71,0,0,1,GOLD,652
490,491,15722322,591,Spain,Male,29,1,97541.24,1,1,1,196356.17,0,0,2,PLATINUM,850
491,492,15639278,710,France,Female,41,2,156067.05,1,1,1,9983.88,0,0,4,DIAMOND,678
492,493,15568487,639,France,Female,38,4,81550.94,2,0,1,118974.77,0,0,4,GOLD,860
493,494,15682084,531,France,Female,47,6,0.0,1,0,0,194998.34,1,1,2,SILVER,510
494,495,15642821,673,France,Female,38,2,170061.92,2,0,0,134901.34,1,1,5,PLATINUM,954
495,496,15601387,765,Germany,Male,36,8,92310.54,2,1,1,72924.56,0,0,3,DIAMOND,547
496,497,15642515,622,France,Female,32,6,169089.38,2,1,0,101057.95,0,0,5,SILVER,238
497,498,15710421,806,France,Male,40,5,80613.93,1,1,1,142838.64,0,0,1,SILVER,314
498,499,15726774,757,Germany,Male,26,8,121581.56,2,1,1,127059.04,0,0,5,SILVER,595
499,500,15649078,570,France,Female,58,8,0.0,1,0,1,116503.92,1,1,2,DIAMOND,257
500,501,15641877,555,Spain,Male,32,4,0.0,2,1,1,54405.79,0,0,4,DIAMOND,850
501,502,15796496,692,France,Male,54,5,0.0,2,1,1,88721.84,0,0,3,PLATINUM,552
502,503,15815690,774,France,Male,60,5,85891.55,1,1,0,74135.48,1,1,5,GOLD,540
503,504,15631739,638,Spain,Male,44,9,77637.35,2,1,1,111346.22,0,0,4,SILVER,343
504,505,15625584,543,Spain,Female,41,4,0.0,1,0,0,194902.16,0,0,5,PLATINUM,331
505,506,15802466,584,France,Male,31,5,0.0,2,1,0,31474.27,0,0,2,PLATINUM,568
506,507,15697028,691,Germany,Male,30,7,116927.89,1,1,0,21198.39,0,0,1,DIAMOND,813
507,508,15575759,684,Germany,Female,40,6,137326.65,1,1,0,186976.6,0,0,1,PLATINUM,530
508,509,15567442,733,France,Male,22,5,0.0,2,1,1,117202.19,0,0,3,DIAMOND,279
509,510,15746805,599,Spain,Female,37,2,0.0,2,1,1,143739.29,0,0,4,GOLD,516
510,511,15636330,524,Germany,Female,31,10,67238.98,2,1,1,161811.23,0,0,5,GOLD,685
511,512,15714970,632,Germany,Female,38,6,86569.76,2,1,0,98090.91,0,0,5,SILVER,435
512,513,15653784,735,Spain,Male,34,5,0.0,2,0,0,71095.41,0,0,1,PLATINUM,898
513,514,15693543,734,France,Male,34,6,133598.4,1,1,1,13107.24,0,0,4,DIAMOND,693
514,515,15773283,605,France,Female,51,3,136188.78,1,1,1,67110.59,1,1,1,PLATINUM,683
515,516,15742534,793,Spain,Male,38,9,0.0,2,1,0,88225.02,0,0,1,SILVER,690
516,517,15569878,468,France,Female,56,10,0.0,3,0,1,62256.87,1,1,3,PLATINUM,547
517,518,15729454,779,Germany,Male,37,7,120092.52,2,1,0,135925.72,0,0,1,GOLD,466
518,519,15578375,698,France,Male,48,4,101238.24,2,0,1,177815.87,1,1,1,GOLD,342
519,520,15785559,707,France,Male,58,6,89685.92,1,0,1,126471.13,0,0,2,GOLD,230
520,521,15649414,850,France,Female,35,1,211774.31,1,1,0,188574.12,1,1,2,PLATINUM,757
521,522,15701605,850,France,Male,56,7,131317.48,1,1,1,119175.45,0,0,3,SILVER,657
522,523,15686696,527,Spain,Male,37,5,93722.73,2,1,1,139093.73,0,0,3,PLATINUM,453
523,524,15625586,696,Germany,Male,32,8,101160.99,1,1,1,115916.55,0,0,4,DIAMOND,694
524,525,15654975,661,France,Male,48,3,120320.54,1,0,0,96463.25,0,0,5,PLATINUM,727
525,526,15782993,776,France,Female,31,2,0.0,2,1,1,112349.51,0,0,3,DIAMOND,304
526,527,15774382,701,France,Male,43,2,0.0,2,1,1,165303.79,0,0,2,SILVER,633
527,528,15689602,610,France,Male,26,8,0.0,2,1,0,166031.08,0,0,2,SILVER,989
528,529,15756155,572,Germany,Female,48,3,152827.99,1,1,0,38411.79,1,1,5,GOLD,352
529,530,15812647,673,France,Male,30,1,64097.75,1,1,1,77783.35,0,0,5,DIAMOND,936
530,531,15736043,519,Spain,Female,57,2,119035.35,2,1,1,29871.79,0,0,3,SILVER,689
531,532,15696744,702,Spain,Female,26,4,135219.57,1,0,1,59747.63,0,0,4,DIAMOND,267
532,533,15602572,729,France,Male,32,6,93694.42,1,1,1,79919.13,0,0,2,GOLD,613
533,534,15674765,543,Spain,Male,35,10,59408.63,1,1,0,76773.53,0,0,4,GOLD,480
534,535,15678725,550,France,Female,40,7,114354.95,1,1,0,54018.93,0,0,1,GOLD,951
535,536,15694444,608,France,Male,59,1,0.0,1,1,0,70649.64,1,1,4,DIAMOND,585
536,537,15795878,639,Germany,Male,35,10,128173.9,2,1,0,59093.39,0,0,3,PLATINUM,452
537,538,15735346,686,Spain,Male,34,9,0.0,2,1,0,127569.8,0,0,3,SILVER,358
538,539,15687094,564,Germany,Female,62,5,114931.35,3,0,1,18260.98,1,1,3,GOLD,771
539,540,15790067,745,Germany,Female,28,1,111071.36,1,1,0,73275.96,1,1,1,PLATINUM,238
540,541,15605742,833,France,Male,37,8,151226.18,2,1,1,136129.49,0,0,3,DIAMOND,633
541,542,15566740,622,France,Male,26,9,0.0,2,1,1,153237.59,0,0,3,PLATINUM,344
542,543,15664897,597,France,Female,42,4,64740.12,1,1,1,106841.12,0,0,5,SILVER,244
543,544,15585777,721,Spain,Male,51,0,169312.13,1,1,0,109078.35,1,1,2,PLATINUM,405
544,545,15650864,504,France,Female,49,7,0.0,3,0,1,87822.14,1,1,5,SILVER,408
545,546,15806709,842,Spain,Female,44,2,112652.08,2,1,0,126644.98,0,0,5,DIAMOND,939
546,547,15633818,587,France,Male,38,0,0.0,2,1,0,47414.15,0,0,3,DIAMOND,701
547,548,15713845,479,Germany,Female,30,7,143964.36,2,1,0,41879.99,0,0,4,SILVER,503
548,549,15639662,508,France,Male,49,7,122451.46,2,1,1,75808.1,0,0,3,GOLD,881
549,550,15567013,749,France,Male,24,1,0.0,3,1,1,47911.03,0,0,3,GOLD,758
550,551,15777784,721,Germany,Female,36,3,65253.07,2,1,0,28737.78,0,0,5,SILVER,751
551,552,15800251,674,Germany,Male,47,6,106901.94,1,1,1,2079.2,1,1,4,GOLD,363
552,553,15651315,685,Spain,Female,25,10,128509.63,1,1,0,121562.33,0,0,3,DIAMOND,560
553,554,15651450,417,France,Male,34,7,0.0,2,1,0,55003.79,0,0,4,SILVER,969
554,555,15784218,574,Germany,Male,33,3,129834.67,1,1,0,193131.42,0,0,5,SILVER,470
555,556,15572398,590,Spain,Female,51,3,154962.99,3,0,1,191932.27,1,1,1,SILVER,759
